,prediction
105074,1
102085,0
57318,1
45399,0
19294,0
104563,0
12611,0
52864,1
104224,1
77060,1
92290,1
20654,0
101645,0
40527,1
58787,0
19256,1
49656,0
70841,0
23373,0
79225,1
84422,0
59088,0
45575,0
60326,1
43303,0
74131,1
50602,0
83003,0
73103,0
18760,0
97176,0
85822,0
25200,1
57206,0
98069,1
36659,0
19839,1
50170,0
67540,1
29311,0
73217,0
93467,0
98593,0
61737,1
99747,0
43870,0
76258,0
31569,0
62185,1
89594,0
95715,1
105609,0
35431,0
102617,0
45657,0
92341,0
14571,1
28036,1
79670,0
41160,0
104436,1
8051,0
99802,1
4761,1
92150,1
52589,0
58041,1
76325,0
21923,1
6503,1
79188,1
36285,1
43913,1
61634,0
51747,0
64523,0
23362,0
84294,0
79253,0
42820,0
37637,1
95583,0
15709,0
1239,1
82428,1
31330,1
51963,1
76060,0
4265,0
32319,0
56222,0
65194,0
59976,0
15803,0
60124,0
80746,0
90392,0
42198,0
18768,0
27087,1
28046,1
16587,0
95020,0
6312,0
74224,1
85217,1
44572,0
46071,0
79149,0
46654,1
65128,0
90888,1
7884,1
29743,1
69154,0
4773,0
98502,0
8546,1
96093,1
46675,0
67049,1
4025,1
83076,0
41320,0
107122,0
89222,0
339,1
95820,0
95783,1
18255,0
13173,0
4534,0
37288,0
101466,1
8076,0
55653,0
96400,0
81074,0
32395,1
26472,0
85336,0
48126,0
84264,0
13196,1
65552,0
74774,1
67924,1
50339,1
69555,1
43046,1
97184,1
53896,1
65986,1
70788,1
59753,1
38172,0
68313,0
92296,1
39072,1
20014,1
61952,0
19350,1
58733,0
31489,1
70480,1
85589,0
45117,0
84954,0
47047,0
33140,1
104510,1
82257,1
73315,0
75193,0
67725,0
37814,0
7377,0
98020,0
83000,0
36878,1
18765,0
49838,0
58557,1
32935,0
5696,1
39624,0
64732,1
91834,0
84112,0
67108,1
72865,1
22449,0
79112,0
40721,1
52924,1
13531,0
5822,0
65779,1
90965,1
80517,0
63000,0
38876,1
23047,0
97619,0
103514,0
3680,0
41479,0
63949,1
49940,1
76803,0
48178,0
44641,1
22615,0
48866,1
33080,0
26757,0
12202,0
81985,1
57804,1
12355,0
74843,0
74610,1
7480,0
38712,0
6707,0
12545,0
16234,0
74728,1
11615,1
63426,1
38381,1
23736,0
35362,1
60209,0
6748,1
65592,1
40946,1
90254,1
27951,0
34170,0
96236,0
83176,0
64240,1
20903,1
91689,1
46300,0
90457,0
12063,1
61300,1
56117,1
37484,1
69694,0
11013,0
58698,0
105245,1
41976,0
105445,1
30185,0
59660,0
102439,1
78932,1
16422,0
106620,0
28510,1
98694,1
64840,1
35210,0
101170,0
40398,0
9065,0
49517,0
1572,1
36714,1
90753,0
67385,1
64664,1
88787,1
80019,1
5325,0
83500,0
71931,0
59540,1
16743,0
49373,1
17528,0
97418,0
97788,0
58754,1
3622,1
76174,0
13421,0
67182,0
77525,0
18572,1
44490,0
94674,1
44295,0
50320,0
5222,0
79254,0
75675,0
46762,0
95846,0
74326,0
28792,1
106197,1
66635,1
101702,0
66125,0
45804,0
23835,0
2223,1
8714,0
50362,1
67742,0
35216,0
91077,1
14353,0
24956,0
103537,1
38639,1
5370,1
2195,1
65284,1
13406,1
78319,0
79352,1
93678,0
82367,0
20611,1
2902,1
68423,0
5679,1
20273,0
39300,1
93937,1
107302,1
20176,0
34511,0
97937,0
37135,1
56542,1
82845,0
50341,0
98396,1
70003,1
75698,0
94049,1
85668,0
100379,0
52822,1
4820,0
61982,1
35956,0
102555,0
43477,1
88407,0
78781,1
40902,0
82227,1
15184,1
2082,1
32090,0
96538,0
50859,1
95991,1
88981,0
11562,1
82210,1
95996,0
65611,0
23795,0
50080,0
103348,0
83746,0
10574,0
77931,0
97819,1
50049,1
13114,1
70906,0
19372,1
88665,0
19793,0
97447,1
84875,1
7540,1
73789,1
64279,0
58844,0
44393,0
44858,1
39519,1
6970,1
80931,1
54596,0
99207,1
54538,1
99429,1
48006,1
51072,1
16074,1
73279,0
82610,1
50833,0
13312,1
77837,0
24725,1
78956,0
105124,1
89228,0
80520,1
63226,0
67497,0
52060,0
53157,0
103199,0
30382,1
11523,0
58061,1
59502,0
40070,0
64919,0
62270,0
87849,1
100596,0
21528,1
59209,1
105075,0
72966,0
12084,1
3984,0
22662,0
54989,1
84261,1
70911,0
52512,0
22276,0
36244,0
17530,0
50013,0
48246,0
74341,1
13255,0
22687,1
105672,0
3771,1
55338,0
102537,0
105069,0
27199,0
1166,0
84197,0
28615,0
47579,0
25681,0
11368,1
68257,0
53883,1
31223,0
88198,0
69554,1
22563,0
28873,0
52043,0
100877,1
26608,0
104558,0
41190,0
1172,1
70677,0
17332,1
61643,1
102115,0
54926,1
52255,1
47482,0
104010,0
79158,0
99561,0
36876,1
31383,0
11988,0
24910,1
12909,1
101357,0
31259,0
50779,1
99832,1
21190,0
9861,0
25496,0
51754,1
72909,0
42711,1
387,1
96478,0
60083,1
47953,0
74384,0
80823,1
49847,1
102341,1
53929,0
61732,1
96618,0
62655,1
30003,0
14537,1
13732,1
16839,1
57534,0
46221,0
4515,1
15592,1
23616,1
49903,1
78813,0
11746,1
98876,0
40255,0
46118,0
86865,0
68780,1
99732,0
89279,1
52171,0
92719,1
1413,1
27790,0
82500,0
37203,1
35068,1
42603,0
51368,0
78485,1
12981,0
57119,0
89073,1
17240,0
8067,1
52725,0
41714,0
86944,0
35247,0
86348,0
76908,0
23284,0
56915,1
100447,1
94214,0
77720,0
28143,1
106172,1
36646,1
84329,0
62,1
50554,0
92875,0
78676,1
73910,0
105010,1
24456,0
13796,0
323,1
98374,0
13906,0
22394,0
25474,0
41826,1
59475,1
87047,0
103815,1
33190,1
7514,1
96921,1
87716,0
32079,0
93116,1
47968,1
56730,1
66289,0
441,1
44466,1
56587,1
8905,0
79295,0
77680,0
32683,0
100006,1
69053,1
87950,1
103525,0
104591,0
28784,0
40826,0
65261,0
14520,1
31926,1
30166,0
90037,0
49697,1
5115,0
2136,0
52581,0
25539,0
38275,1
27894,1
82389,0
54481,0
16951,1
91496,0
64309,0
86674,1
12119,0
28861,0
26645,1
41925,0
78304,0
52112,0
28657,0
22663,0
98198,0
22248,0
78348,0
60338,1
95548,0
94610,1
83455,0
46516,1
47646,0
62297,0
89068,0
21880,0
70436,1
16058,1
31215,0
86574,0
78329,0
60199,0
809,1
19813,1
100842,0
100777,0
12442,1
29682,1
88524,1
41416,0
47395,0
44595,0
808,1
72311,0
51878,1
89861,0
15342,0
39377,0
12566,0
52528,1
18251,0
102450,1
91854,0
88240,0
73658,0
58018,1
102479,1
7512,0
90412,0
20688,1
46381,1
14344,1
18686,1
102269,1
37754,1
57226,0
40994,1
65297,0
6739,0
107320,0
81666,0
23789,1
93579,0
62649,0
49792,0
68066,0
19675,1
32224,1
59532,0
24402,0
82070,1
19394,1
67129,0
63781,0
85148,0
80729,0
53691,0
99212,0
106736,1
36852,0
94551,0
65019,0
14304,1
28785,0
34048,1
13449,0
79378,0
14357,1
64404,1
77540,1
102094,0
21309,0
101019,1
91432,0
9943,0
14372,0
19317,0
11398,0
54282,0
36431,1
58512,0
89583,0
73513,1
49536,0
6862,0
68617,1
44764,0
17629,1
70357,0
51448,1
104864,0
88118,0
72844,1
92408,0
50130,1
50378,0
107440,0
62788,0
41390,0
83188,1
85497,1
35848,0
80523,1
65820,0
20094,1
90102,1
43470,0
68553,0
27965,1
52593,0
22103,0
102180,0
44185,1
52718,1
27237,1
40265,1
64618,0
76246,0
53720,0
19182,1
44916,0
87761,0
75769,0
50968,1
31311,0
7218,1
79005,0
67139,1
41665,0
906,1
11055,0
47287,0
81060,1
30044,0
56653,1
19623,0
99698,0
35135,1
102088,1
50864,1
66660,0
28323,1
102831,1
85181,0
42646,1
213,1
67721,0
95674,1
100654,0
26680,0
75445,0
74189,0
64011,0
71717,0
9934,0
77426,0
94528,1
105238,0
49689,0
82489,0
46315,0
89573,0
72685,0
84590,1
50624,0
35292,0
71031,1
51780,0
20327,1
79681,0
12768,0
76471,1
19203,1
43242,0
79793,0
12567,1
94862,1
4906,0
103423,0
13803,1
59931,1
95194,0
75309,0
91690,0
23033,1
92917,1
4153,0
92612,1
94542,0
82495,0
102726,0
59745,1
1697,1
629,1
9739,0
98413,0
6968,0
8081,1
51421,0
88445,1
86670,0
6178,1
44906,0
11828,1
97535,1
48022,0
42410,1
74203,1
87160,0
88912,0
52168,0
94047,0
31575,0
32419,1
77696,0
56783,0
18872,0
48667,0
87656,0
9234,1
35845,0
5134,0
50683,1
3999,1
35809,0
26834,1
11675,0
13526,1
61183,1
48118,1
22920,0
4808,0
93368,1
49055,0
63750,1
104650,0
72247,1
82680,0
89489,1
1017,1
92495,0
89017,0
36581,1
102376,0
40451,1
98,1
57232,1
2966,0
72466,0
18825,0
1249,1
16511,1
42890,1
76339,0
84421,0
82582,0
41443,0
87959,0
31601,1
33176,0
52578,0
62962,1
45974,1
78266,1
32835,1
44599,0
60416,1
82567,0
11151,1
52097,0
44587,1
35589,0
57400,0
40366,0
100981,0
46186,1
51284,1
58212,0
4463,1
7241,0
54133,0
66954,0
13209,0
514,1
9482,1
34329,0
82741,1
28781,0
74948,1
95132,0
40293,0
98164,0
21400,1
77062,1
22723,0
7201,0
31020,0
60058,1
18471,1
73941,0
105832,0
97908,0
83335,0
45634,0
26591,0
60920,0
26840,0
68949,0
33644,0
52975,0
41830,0
96721,1
77126,1
37573,1
8092,0
78095,1
100405,0
96651,1
13692,0
92894,0
54872,0
46687,0
1349,1
95192,1
44496,0
52488,1
74536,1
73948,1
11336,0
92072,1
41814,0
77840,0
81245,0
12574,0
46738,0
83351,1
35422,1
37400,0
54207,1
50475,1
11743,0
88708,0
47113,0
39188,0
82146,0
4634,0
13071,0
51959,1
79485,0
50275,1
21028,1
58552,0
105348,1
88973,0
7948,0
5187,0
52352,1
41260,1
39151,0
55928,1
36335,1
107024,0
61028,0
80888,0
47701,0
34876,0
52077,0
31552,0
58651,0
85061,0
54641,0
77128,1
43730,0
63183,0
37454,0
35723,1
92666,0
57051,0
65399,1
70698,0
82002,1
19206,0
34527,1
61347,0
46204,0
75623,0
90128,0
105267,1
3556,1
14263,0
28969,0
61917,0
75155,1
69740,0
84283,0
51998,0
42814,1
66465,0
12798,0
68264,0
46941,0
9618,1
59841,0
97346,0
13984,1
10411,1
75288,0
26483,0
55123,0
63521,0
55736,0
103135,1
71756,0
37360,0
52536,1
65607,0
11482,0
47694,1
11091,0
48502,1
74038,1
82193,1
84748,0
37604,0
100746,0
39831,1
24124,0
4632,1
40719,0
89794,0
95701,0
34664,0
76095,1
83807,1
103350,1
51145,1
62488,1
40862,0
8099,0
20496,0
68316,0
25697,0
21339,0
42511,0
89311,0
65613,1
32785,1
95244,1
93041,1
22149,1
38902,1
72259,1
75600,0
72494,1
4029,1
71711,0
14895,0
51374,0
21872,0
28304,1
67495,0
69921,0
32210,1
88681,1
80251,0
16364,0
15451,0
22979,0
72284,1
78064,1
36343,1
44730,0
25343,0
48492,0
25757,0
8630,0
81647,0
45582,0
12925,0
10859,0
69758,0
101044,0
22069,0
91404,0
46737,0
70034,1
58412,1
25534,0
38984,1
34890,0
53565,1
87551,0
39663,1
59141,0
99554,1
96044,1
72692,1
28729,1
99149,0
80923,0
36803,0
54994,0
98578,1
43003,0
12094,0
53403,0
24465,0
42533,0
10518,0
90335,1
88688,0
61484,1
46869,0
57993,0
29067,0
56223,1
33082,0
49106,0
47960,1
23909,0
22448,1
22851,0
100294,1
82005,0
67577,0
76180,0
103947,1
86410,0
44543,1
68063,0
54647,1
86638,1
99977,1
16296,1
86472,1
73980,0
104388,0
99010,0
92557,1
39030,0
95247,0
93505,0
70855,1
20781,0
82134,0
28287,0
11383,0
50252,0
80007,1
7442,1
103341,0
72762,1
66312,1
29190,0
68480,1
8270,0
14740,0
4845,1
73393,1
6593,1
76673,0
73192,1
44377,0
26391,1
9982,0
19233,0
31106,0
60716,0
85737,0
25272,1
99298,0
100409,0
29313,1
70914,1
24887,1
97247,1
30751,0
103002,0
98077,0
74409,0
60060,0
104161,0
104679,0
86351,0
81742,1
104011,0
90975,0
25553,1
92014,1
78966,0
803,0
32727,0
91352,1
19760,1
3010,1
62823,0
45074,0
53856,0
77817,0
70485,1
19170,0
31999,1
36854,1
98128,0
1045,1
3790,1
66517,1
30996,1
101155,0
58205,0
10109,0
91738,1
16306,0
29859,0
89086,0
56676,1
60432,0
983,1
71821,1
13638,1
15745,1
47746,0
9770,0
25300,0
100688,1
55652,1
32439,0
53363,0
40250,0
43773,0
24219,1
81510,0
36582,1
39442,1
10792,0
93775,0
53988,0
96288,1
54563,1
60539,0
55584,0
23645,1
16850,0
73706,1
73245,1
35455,1
70796,0
66045,1
36734,0
54607,0
33465,0
60347,0
95395,0
35299,0
76741,1
29143,1
63336,0
14143,0
42671,0
71302,0
23782,1
18394,0
87617,1
23270,1
13034,1
98788,0
29849,0
31729,0
1854,1
80085,0
96736,0
83189,1
55337,0
99204,0
38297,0
18889,0
74519,1
78802,1
102282,0
103301,1
97299,0
73327,0
1876,1
70348,1
87484,1
56157,0
40907,0
70878,1
7306,0
46133,0
22738,0
214,1
22700,0
66572,1
47979,0
60571,1
32763,1
66556,0
13726,0
62385,0
8674,0
72222,0
37417,0
95539,1
10932,0
99382,0
90206,1
23228,0
95611,1
28280,0
17917,0
63116,0
78677,1
99367,0
58051,0
85508,1
5813,1
1824,1
20638,1
56911,1
73237,1
15227,0
73660,0
47716,1
42318,0
6024,1
79983,1
35576,1
87948,0
81058,1
88568,1
5361,1
45039,0
61299,0
14054,1
63314,0
86617,1
99798,0
30652,1
106077,0
101518,0
27209,0
90093,1
70590,1
43552,0
78817,0
22936,0
39256,0
35684,0
54733,1
95874,0
22515,0
95288,1
9056,0
82287,0
6296,0
79246,0
54257,0
77916,1
61563,0
80468,0
15344,0
66744,0
75873,1
76481,0
80522,1
94442,1
104933,0
93348,1
4611,1
86678,1
14185,1
37703,1
67520,1
37855,0
50033,0
8931,0
100086,0
106347,1
24035,1
62377,1
104929,1
84447,1
88275,0
28353,0
4433,0
65555,1
2330,1
59567,0
87902,0
14608,1
47700,1
100986,1
74752,1
39338,0
74198,1
52268,0
50853,0
102362,0
40130,0
27651,0
102116,1
48266,1
33604,0
4843,0
1274,1
24728,0
8820,0
10208,1
44625,0
59385,0
52163,0
90761,0
40240,1
23775,0
32006,1
5047,0
20623,1
44565,1
99152,1
61258,1
78313,1
74276,0
27973,1
98720,0
33329,0
91441,0
51665,1
35532,0
34955,1
42009,0
99844,0
15643,0
78820,0
65092,1
89202,1
34507,0
62244,0
58545,0
81059,0
9397,0
27901,0
38957,0
85746,0
75159,0
32921,0
17702,0
68296,0
64226,0
65056,0
88762,0
96047,0
28741,0
77869,0
93855,0
6224,0
85595,0
94731,0
38714,0
84454,0
73613,1
17733,1
29492,0
42637,1
44235,1
47403,0
71283,0
45356,1
18948,1
5522,1
95892,1
67811,1
104785,0
10268,0
66976,1
6083,1
101574,0
62114,1
93996,0
30087,0
22750,0
102825,1
68425,0
103426,0
12972,1
15016,1
54196,1
84493,1
17930,0
492,1
11703,1
80609,0
101747,0
72408,0
13284,0
37371,0
41484,0
56059,0
40559,0
57902,0
31836,1
13359,0
77334,1
3617,0
24129,0
68625,0
86748,0
43122,1
42391,0
64215,0
74118,1
32826,0
101890,1
21653,0
16530,0
12847,1
41843,0
47693,1
71572,1
90728,0
56939,0
104219,1
81531,0
92997,0
80448,0
106906,0
22123,0
606,1
88682,0
24121,0
82262,1
97445,1
34686,0
20081,0
91530,1
2481,1
69125,1
30946,0
82732,0
36334,0
8030,0
34939,0
90152,1
54978,0
33886,0
62663,0
64790,0
68082,1
70540,0
30916,0
33023,1
70315,0
20663,1
38629,0
68353,0
105877,0
27070,0
59059,1
54851,0
61872,0
78514,1
67455,0
17618,0
66967,0
84844,0
43316,1
39648,0
88495,0
10617,0
23508,0
34842,0
7152,0
41686,0
49225,1
28894,0
7298,1
48264,0
73501,0
48199,0
23019,0
39653,0
44297,0
42085,1
53094,0
87937,1
56492,0
72525,1
56473,0
35126,0
23602,0
78575,0
72918,0
41080,1
29451,1
104103,1
106362,0
80202,1
99574,0
25459,0
39716,0
65880,1
101449,0
56791,0
41730,1
29683,0
82008,0
31755,0
93916,0
94110,0
25229,1
47538,1
37675,0
1253,1
15951,0
24097,1
44240,0
81175,0
89499,1
22157,0
40557,1
11049,1
28366,1
73904,0
95140,0
39213,0
99104,0
48546,0
83130,0
48484,0
89771,0
7329,1
101944,0
23427,0
79862,0
69591,0
94783,0
59497,0
40477,0
20413,1
56498,0
39122,0
10584,0
49016,0
26811,1
21707,1
70569,1
40649,0
88887,0
68676,0
64966,1
73542,0
4702,0
15356,0
78534,0
87880,0
68856,1
65314,0
107229,0
71832,0
104562,0
41924,0
7636,0
54760,1
85922,1
42015,0
77463,0
51142,1
30830,0
42875,0
72006,0
79283,0
96604,0
104575,1
104365,0
11657,0
1720,1
41020,0
63259,0
80552,0
82700,0
15699,1
27535,0
24218,0
50491,0
52438,1
29011,1
98806,1
5181,0
33515,0
24991,0
85867,1
9271,0
37412,1
71307,0
82710,1
87225,1
62308,0
67482,1
4189,1
28971,1
50367,0
6514,0
89815,1
91870,0
26537,0
68644,0
67650,1
89762,0
75577,0
11054,1
93266,0
21726,1
81350,1
100290,1
74069,0
41834,1
40287,0
23968,0
42985,1
102945,0
90766,1
25711,0
11342,1
60487,0
40691,1
19709,1
104779,0
89490,0
81492,0
63597,1
40949,0
83858,0
18647,0
86478,0
57825,0
55475,1
54624,1
82798,0
62100,0
85998,0
55278,0
2081,1
17743,0
8676,0
86191,1
25895,1
29188,1
79758,0
49386,0
3375,0
712,1
13134,1
51364,1
22681,0
23919,1
257,1
40524,0
102990,1
33184,0
64458,1
63691,0
45105,1
15746,0
3264,1
53105,0
34971,0
56664,0
13891,0
59620,1
64373,0
12549,1
83502,1
77880,0
43328,1
41951,1
36841,0
53144,1
40692,0
90312,0
31988,0
97032,1
107445,1
94744,1
41598,1
52263,0
93808,1
78759,0
92732,1
94056,0
15430,0
88699,1
83334,1
25242,0
78788,1
74766,0
45431,0
62158,0
62973,0
82808,0
41096,1
8276,0
41366,1
71408,0
103371,0
61423,0
53710,0
68680,1
70633,0
43865,1
25232,0
60510,0
4497,0
37989,0
39109,0
107257,1
40122,0
86297,0
86876,0
83393,0
9395,1
53283,1
78195,1
30811,0
66865,0
41794,1
62473,0
66446,0
13497,1
83909,1
69300,0
69238,1
25307,1
1029,1
16017,1
79621,1
77361,0
12293,0
88510,1
79211,0
106020,1
39682,0
9471,0
38531,1
100678,0
60399,0
94118,0
18966,1
20196,1
17613,1
60477,1
41389,0
25096,0
18701,0
82825,0
59870,0
56233,1
4955,0
51576,1
15289,1
35970,1
23686,1
45584,0
50586,0
56652,1
16610,0
64567,0
15051,1
79339,1
14156,1
47340,0
17316,0
50943,0
18620,1
4449,1
7635,0
96013,1
77276,1
36128,0
13390,1
83463,0
12112,0
12353,1
72628,0
45745,1
43747,1
81380,1
83164,0
8584,0
68348,0
32608,0
50762,1
64586,0
23740,0
2033,1
27005,1
65054,1
28433,0
9678,0
76275,0
82734,1
38618,0
107334,0
82457,0
83914,0
84416,1
60169,0
60404,0
81572,1
87029,0
6082,0
47851,1
83607,1
61772,1
88417,0
15966,1
27514,0
8183,1
39647,0
49601,1
91904,1
105984,0
34235,1
55392,1
78852,1
95751,1
36535,1
74950,1
11277,0
49352,1
56641,0
83228,0
38562,1
30624,0
57326,1
44935,0
32431,0
23613,1
96295,0
31553,0
87464,1
65596,0
52262,0
103677,0
94298,1
38502,0
47724,0
39738,0
77423,0
77593,1
29570,0
41120,0
99083,0
70857,0
72002,0
38371,0
78732,1
93515,0
2940,0
63239,1
14546,0
77654,1
47633,0
35228,0
27765,0
76102,1
74025,0
54725,0
28107,0
53229,1
92973,0
22454,1
29222,1
61512,1
82788,0
27670,1
33611,0
4957,0
16157,1
36944,1
60691,0
3639,1
19315,1
104354,0
96391,0
6261,0
91310,1
4427,1
51182,0
82746,0
55887,0
62950,0
40998,1
65352,0
95063,0
100617,0
98317,1
55489,0
63614,0
90283,1
19397,1
38566,1
41687,0
107082,0
17914,0
88436,1
96378,1
58457,1
2850,1
13653,0
49741,0
57791,0
44194,0
44362,1
27415,1
8717,1
10974,0
55271,1
13606,1
66304,0
48956,1
20292,0
81746,1
22798,1
55195,1
14011,0
72233,0
19649,1
34494,0
43928,1
97405,0
31265,0
32626,1
38979,0
68092,0
105474,1
23065,1
74599,0
38762,1
49115,0
28355,1
88656,0
86628,0
6621,0
53886,0
67258,1
69824,0
103990,0
56528,0
8060,0
103203,0
30967,0
21102,0
11029,0
59040,0
36794,0
77906,0
81923,0
90142,0
93183,1
56727,0
25088,1
72579,1
65622,0
87707,1
75042,0
12419,1
32874,1
2470,0
77517,0
30680,0
72241,1
82276,1
107035,0
65519,0
88323,0
3867,1
78475,1
21514,1
43879,1
13998,1
59048,1
27603,1
51552,0
73985,0
63983,0
58186,0
51528,0
43366,1
60473,1
26928,0
101837,1
28666,0
13167,0
66097,0
46191,0
17950,0
29331,1
100996,0
91534,1
20267,0
10924,1
12025,0
27082,0
77140,0
90601,0
63413,0
81930,1
24507,0
55414,0
41277,0
28751,1
29728,0
82780,0
59889,0
69127,1
8103,0
15850,0
69809,0
106299,0
49232,0
101876,0
91837,1
104618,1
64770,0
82830,0
82618,1
32931,0
39320,0
73989,0
53973,0
76559,0
55062,0
40091,1
59816,0
59606,0
4916,0
68624,1
46446,1
11914,0
21828,0
21225,1
12680,1
20503,0
56336,0
8840,1
41089,0
93039,0
11624,0
96307,1
13291,0
84372,0
94431,0
77275,1
4841,1
73510,1
79861,1
94924,0
92865,0
63106,1
29059,1
47742,1
71526,1
103273,1
84123,1
26145,0
74913,1
8285,0
52508,0
11426,0
63087,0
5142,0
22770,0
61528,0
50726,0
57066,0
46720,0
91954,1
72097,0
73771,1
83763,0
43205,1
13186,1
99877,0
101231,0
78709,1
7127,0
107117,1
84196,0
65989,0
8950,1
90764,1
2430,1
84538,1
68101,1
32527,1
45268,1
70660,0
3574,1
22604,1
43689,0
87640,0
8037,1
77178,0
9287,1
81842,1
80299,0
26960,0
11325,0
2534,1
42374,1
27412,1
5505,1
40985,1
13211,0
101695,0
46622,0
30827,1
35037,0
13366,0
97239,0
74452,1
32256,0
49455,1
80266,0
64149,0
56563,0
96480,0
39098,0
101356,1
3826,1
72403,0
20231,0
56462,1
55149,0
12197,1
14611,0
38789,0
49446,1
12432,1
82935,1
2700,1
43637,0
97298,0
48710,0
34188,0
1005,0
29539,1
104957,1
30836,0
87302,0
37191,0
8537,0
40473,0
106880,0
23834,0
15955,1
94286,1
43053,0
21390,0
25401,0
22204,0
51133,1
67002,1
17619,0
29083,0
34634,1
106530,0
11219,0
4335,0
61476,1
63455,1
77220,0
97989,1
67849,1
4803,0
78874,1
8819,1
65743,0
12967,1
27690,1
103823,1
2463,1
87700,0
63639,1
16071,0
16276,1
107107,1
38314,0
14170,1
98487,0
94017,0
107373,1
34753,0
24400,0
32886,0
22098,0
7876,0
26991,0
63593,1
9841,0
91196,1
88904,0
10218,0
22661,0
95971,0
4545,0
76219,0
29689,0
8569,0
12709,1
13179,0
79965,0
89082,1
11109,1
42977,1
99636,1
100392,1
94796,0
7665,1
50469,1
74555,0
46018,1
44356,0
81359,1
22850,1
106223,0
58666,1
56489,0
19691,1
64847,0
47471,0
63616,1
94253,0
16927,1
91988,0
30660,1
31738,1
91581,0
46205,0
76538,0
46724,0
43464,0
27591,1
75544,0
91284,1
74642,1
59674,1
10205,0
30963,1
34627,1
72978,1
18160,0
84599,1
24340,0
69316,1
47853,1
31035,0
37712,1
23062,1
46293,1
3637,1
61308,0
27128,1
25044,0
6919,0
94987,1
27768,0
7190,0
17414,1
81040,0
64073,1
12935,1
38916,0
76889,0
28089,0
65070,0
28850,1
31656,1
46189,1
4596,0
95636,0
1783,1
60702,1
75590,0
70856,0
59546,1
46240,0
50519,1
52302,1
40900,1
6336,0
12767,1
9717,1
3082,1
19358,0
28401,1
68602,0
100671,0
1395,0
94609,1
55471,0
29904,1
105206,1
102943,1
104486,1
47561,0
23864,0
22374,0
12599,1
3320,1
20878,1
53219,0
15897,0
1335,1
44215,1
79905,0
53352,1
47993,1
95087,0
227,0
83767,0
52685,1
37576,1
81758,1
14839,1
51831,1
87897,1
25564,0
40589,1
97119,1
14977,0
45159,0
38875,1
8804,0
58730,0
27532,1
88504,0
25461,0
49301,0
57411,0
68299,0
92370,1
78032,0
44030,1
30118,0
34831,0
75527,1
79837,0
73782,0
34447,0
27795,1
5803,0
20535,0
11287,1
73824,1
53062,0
67526,1
39120,0
20450,0
49231,0
28027,1
22980,0
51068,1
52338,0
13195,1
81879,1
92199,1
83202,0
4852,1
22652,0
742,0
105381,1
47352,1
23489,0
106702,0
97373,0
69161,0
92907,0
61191,0
61777,0
28797,0
2957,0
74098,1
96914,0
87443,1
43943,0
80792,0
90444,1
50783,0
50202,1
64317,0
78957,0
85949,1
8535,1
30744,0
53138,1
61172,1
2841,1
29271,0
16768,0
94530,1
73147,1
21174,0
44581,0
106444,0
26995,0
65026,0
104697,0
86835,1
17501,1
71852,1
75404,0
53323,1
45432,1
17641,0
62753,0
30083,0
29826,0
79466,0
83524,0
50935,0
30561,0
26134,0
57777,1
70997,0
87186,0
51571,1
17124,0
101230,0
33623,0
27184,1
50733,1
5927,1
101701,0
6353,0
69319,1
65586,0
90745,0
75277,0
96805,0
31060,0
50590,0
52055,1
97421,0
43311,0
71241,1
51150,0
60923,1
20713,1
49628,1
28879,1
3324,1
84048,1
50879,1
28028,0
26052,0
102855,0
20494,0
76186,0
52959,0
162,1
488,1
2929,1
21549,1
98171,1
95509,0
28380,1
40547,0
67963,1
95737,0
96520,1
102215,1
99071,1
88124,0
46527,0
54033,0
28713,0
100916,0
57230,1
71284,1
84931,0
83461,0
66803,0
57796,0
26029,0
71032,0
59633,0
63266,0
107244,1
73078,0
3846,1
19622,0
38734,0
9083,1
12201,0
43254,1
34325,1
89663,0
38571,1
51763,1
51096,0
98937,0
75284,0
65406,1
66165,0
47130,0
60405,0
62259,1
64843,0
88742,0
53434,0
43063,1
93344,0
11005,0
79336,0
39353,0
14031,0
75802,0
28705,1
29360,1
25087,1
106810,0
104894,0
76365,1
94216,0
63566,1
40745,0
51419,1
73984,1
50744,1
20365,0
64887,1
80853,1
11587,0
94633,0
29615,0
92790,0
83443,1
72015,0
24655,1
64955,0
67904,0
69133,0
39695,0
98194,1
96935,0
22502,1
49594,0
102703,1
107465,1
23182,0
44635,1
97444,0
11807,0
57448,0
47588,0
17037,1
41942,0
47689,1
18474,0
68983,0
23393,0
8248,0
4184,0
85066,0
78510,1
32335,0
92153,0
4126,1
95728,0
48687,0
27880,1
85092,1
62837,0
27341,0
83753,0
25982,0
46403,0
92697,1
96750,1
76826,0
93351,1
80273,1
23324,1
65946,0
96684,1
47235,1
6978,0
36115,0
90400,1
91578,1
11197,0
14723,0
102166,1
9582,0
30090,1
95561,0
106932,0
43920,1
54199,0
35643,1
74406,0
23952,1
64353,1
92030,0
18141,0
50803,0
18256,0
78270,0
30867,0
84290,1
81934,1
9730,0
44074,0
41223,1
42483,1
26549,0
35294,1
87523,0
47185,1
22715,0
38356,1
99905,0
40503,0
5622,0
35312,0
65658,1
47441,0
53804,0
14291,0
23131,0
4606,1
16305,0
47642,0
26385,1
23046,1
67518,0
21103,0
52220,1
99545,1
30973,1
89420,0
84284,0
23544,0
66395,0
55971,1
12638,0
7854,0
27380,0
69115,0
72252,0
27717,0
67751,1
99415,0
39573,1
87111,0
42544,0
6386,0
31636,0
34178,0
105076,1
57366,0
72350,0
85185,0
92633,1
